,fips,TOT_POP,0-9,0-9 y/o % of total pop,19-Oct,10-19 y/o % of total pop,20-29,20-29 y/o % of total pop,30-39,30-39 y/o % of total pop,40-49,40-49 y/o % of total pop,50-59,50-59 y/o % of total pop,60-69,60-69 y/o % of total pop,70-79,70-79 y/o % of total pop,80+,80+ y/o % of total pop,White-alone pop,% White-alone,Black-alone pop,% Black-alone,Native American/American Indian-alone pop,% NA/AI-alone,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,% Hawaiian/PI-alone,Two or more races pop,% Two or more races,POP_ESTIMATE_2018,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_DOMESTIC_MIG_2018,R_NET_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,CI90LBINC_2018,CI90UBINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,STATE_FIPS,CNTY_FIPS,county_pop2018_18 and older,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,anycondition_number,Obesity_prevalence,Obesity_Lower 95% CI,Obesity_Upper 95% CI,Obesity_number,Heart disease_prevalence,Heart disease_Lower 95% CI,Heart disease_Upper 95% CI,COPD_prevalence,COPD_Lower 95% CI,COPD_Upper 95% CI,COPD_number,diabetes_prevalence,diabetes_Lower 95% CI,diabetes_Upper 95% CI,diabetes_number,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,CKD_number,Urban_rural_code,COUNTY_NAME_n,STATE_NAME_n,Heart disease_number
46,1093,29763,3232,10.85912038,3582,12.03507711,3376,11.34294258,3273,10.99687531,3708,12.45842153,4275,14.36347142,3834,12.88176595,2907,9.767160568,1576,5.295165138,27986,94.02949971,1154,3.877297315,126,0.423344421,97,0.325908007,19,0.063837651,381,1.280112892,29763,-8,750,9.6,13.6,-3.9,0.0,3.7,3.8,4343,7435,6770,2806,20.3,34.8,31.7,13.1,5844,20.2,27.4,25.9,37887,34014,41760,12549,12036,513,4.1,37887,76.0,217.1,196.7,77.2,71.2,7.6,6.9,15.44818409,3.257697472,0.615004569,13.91371724,11.37453996,38.61741564,4,30058,8196,27.3,1,93,23580,52.1,49.7,54.1,12285,35.0,33.2,36.8,8253,10.6,9.6,11.6,12.0,10.2,13.8,2823,15.1,13.9,16.2,3558,3.8,3.5,4.2,902,6,46,0,2495
492,13219,39272,5078,12.93033204,6440,16.39845182,3713,9.454573233,4534,11.54512121,5838,14.86555307,5284,13.45487879,4462,11.36178448,2693,6.857302913,1230,3.132002444,34842,88.71969851,2096,5.337135873,108,0.275005093,1633,4.158178855,20,0.050926869,573,1.459054797,39272,1260,142,9.5,6.4,3.1,0.4,29.2,29.6,1327,4752,5739,12366,5.5,19.6,23.7,51.1,2215,5.7,6.9,6.0,99497,93144,105850,19687,19105,582,3.0,99497,169.7,228.7,202.9,79.1,71.9,7.0,6.1,17.97567654,12.4205765,0.541323593,18.58419893,12.73417086,47.74100761,0,35972,7602,21.1,13,219,28767,34.4,32.1,36.8,9888,26.8,25.1,28.4,7710,5.8,5.2,6.5,5.8,4.8,7.0,1678,9.4,8.6,10.4,2718,2.5,2.4,2.7,728,4,409,10,1678
1795,35005,64689,8920,13.78905223,10213,15.78784647,8364,12.92955526,8222,12.71004344,7029,10.865835,7791,12.04377869,7052,10.90138973,4375,6.763128198,2723,4.20937099,59585,92.10994141,1526,2.358979115,1488,2.300236516,752,1.162485121,167,0.258158265,1171,1.81019957,64689,-464,1782,13.1,10.1,3.0,1.4,-11.6,-10.2,9090,11515,13432,7350,22.0,27.8,32.5,17.8,11872,18.9,24.1,22.2,43527,39863,47191,27137,25818,1319,4.9,43527,91.8,244.8,213.8,91.1,82.1,7.7,7.3,31.55067032,16.4236366,1.265731392,30.22319593,35.03914952,89.3421134,24,65454,13924,21.3,35,5,47645,47.6,45.9,49.2,22691,34.0,32.9,35.1,16199,8.0,7.4,8.6,7.7,6.8,8.6,3674,13.3,12.5,14.1,6343,3.7,3.5,3.9,1758,5,1135,31,3790
1586,29213,55852,6348,11.36575235,6956,12.45434362,7167,12.83212777,6142,10.99692043,6200,11.10076631,7204,12.89837427,7538,13.4963833,5551,9.938766741,2746,4.916565208,52417,93.84981737,931,1.666905393,576,1.031296999,626,1.120819308,61,0.109217217,1241,2.221943708,55852,727,1754,11.7,9.6,2.1,0.1,10.8,11.0,4252,12801,13629,6940,11.3,34.0,36.2,18.4,8367,15.4,23.0,21.8,40887,38761,43013,26828,25433,1395,5.2,40887,75.1,273.1,236.3,86.6,79.0,7.0,6.3,31.15119224,6.062494246,1.11221699,34.74310612,24.94283347,99.0511278,18,54308,14724,27.1,29,213,44078,48.2,45.9,50.3,21228,34.0,32.3,35.7,14987,9.4,8.5,10.4,10.6,9.0,12.2,4663,13.4,12.3,14.5,5889,3.5,3.3,3.8,1552,5,1025,25,4138
2445,47039,11706,1251,10.68682727,1439,12.29284128,1143,9.764223475,1193,10.19135486,1374,11.73757048,1661,14.18930463,1713,14.63352127,1238,10.57577311,694,5.928583632,11094,94.77191184,353,3.015547582,42,0.358790364,64,0.546728174,11,0.093968905,142,1.213053135,11706,-19,213,9.5,14.4,-5.0,0.8,2.7,3.5,1375,3651,2254,1064,16.5,43.8,27.0,12.8,2083,18.2,24.3,22.9,42905,38788,47022,4734,4508,226,4.8,42905,81.9,253.1,225.8,85.1,77.8,8.1,7.4,9.938846176,2.061082923,0.198846087,6.20226883,4.29853368,17.46906105,0,11681,3532,30.2,47,39,9243,53.2,50.7,55.5,4913,36.0,34.1,37.8,3327,11.4,10.4,12.5,13.4,11.6,15.3,1235,16.2,15.0,17.5,1502,4.1,3.8,4.4,375,6,369,42,1053
1210,24041,36968,3572,9.662410734,3781,10.22776455,3463,9.367561134,3594,9.721921662,3672,9.932914953,5158,13.95260766,5790,15.66219433,5003,13.53332612,2935,7.939298853,30774,83.24496862,4782,12.93551179,149,0.403051288,529,1.430967323,76,0.205583207,658,1.779917767,36968,-52,373,9.1,13.0,-4.0,0.1,2.6,2.7,2633,7197,7411,10839,9.4,25.6,26.4,38.6,3377,9.2,14.6,13.7,64245,58024,70466,19562,18829,733,3.7,64245,77.3,386.0,306.1,116.2,97.6,9.6,7.5,20.45172785,14.07700442,0.30588884,34.79791445,10.49198722,84.00931104,16,37461,12868,34.4,24,41,30253,41.6,39.4,43.8,12585,30.0,28.5,31.3,9076,8.8,7.9,9.9,8.5,6.9,10.1,2557,12.1,11.0,13.2,3656,3.7,3.4,4.0,1106,5,423,20,2673
2063,39045,155782,19470,12.49823471,21595,13.86232042,18410,11.81779666,19557,12.55408199,20747,13.31796998,21714,13.93870922,17746,11.39156,10957,7.03354688,5586,3.585780129,136187,87.42152495,13034,8.3668203,402,0.25805292,2700,1.733191254,76,0.048786124,3383,2.17162445,155782,1225,2891,11.0,8.8,2.2,0.7,5.1,5.8,7872,34633,32438,28000,7.6,33.6,31.5,27.2,14172,9.3,11.6,10.4,67654,63881,71427,77307,74179,3128,4.0,67654,120.5,292.7,248.6,93.7,83.7,8.3,7.1,80.48010316,29.79856113,2.585385,105.3611021,72.04428509,303.60949,20,151526,31843,21.0,39,45,118380,48.7,46.4,50.8,57634,37.1,35.4,38.8,43919,7.3,6.6,8.0,8.3,7.1,9.6,9798,11.6,10.6,12.5,13687,2.8,2.7,3.0,3365,2,277,35,8627
768,18147,20327,2230,10.9706302,2642,12.99749102,2165,10.65085846,2248,11.05918237,2459,12.09721061,3118,15.33920401,2794,13.74526492,1767,8.69287155,904,4.44728686,19768,97.2499631,198,0.974073892,54,0.265656516,78,0.383726079,0,0.0,229,1.12658041,20327,-90,368,9.5,11.7,-2.2,0.0,-2.2,-2.2,1423,6465,4364,2143,9.9,44.9,30.3,14.9,1839,9.2,11.8,10.9,56862,51683,62041,10983,10623,360,3.3,56862,102.0,230.8,212.0,80.3,74.4,6.5,6.1,10.48870452,2.566740607,0.400958296,7.991827855,10.09382135,26.44502216,0,20610,5172,25.1,18,147,15887,45.3,42.8,47.6,7191,35.2,33.4,37.2,5592,8.3,7.5,9.2,10.3,8.8,11.8,1633,13.0,11.8,14.1,2064,3.2,2.9,3.4,504,6,566,14,1323
1464,28131,18717,2131,11.38537159,2956,15.79312924,2664,14.23305017,2165,11.56702463,2208,11.7967623,2404,12.84393867,2263,12.09061281,1363,7.282149917,563,3.007960677,14553,77.75284501,3718,19.86429449,102,0.544959128,84,0.44878987,9,0.048084629,251,1.341026874,18717,93,1914,11.1,9.6,1.5,0.9,2.7,3.5,2351,4056,3780,1724,19.7,34.1,31.7,14.5,3378,20.1,27.9,25.1,44622,39934,49310,6791,6422,369,5.4,44622,99.7,191.3,174.8,65.9,61.2,7.1,6.7,13.07325291,0.670583922,0.620446806,7.388957419,6.875051983,21.1891985,0,17981,3849,21.4,28,131,14759,50.3,48.3,52.1,7420,36.6,35.1,38.2,5402,8.3,7.6,9.1,9.7,8.5,11.0,1429,13.1,12.2,14.0,1939,3.3,3.1,3.5,481,6,160,24,1225
1849,36047,2582830,351819,13.62145399,286911,11.1083966,402741,15.59301232,427166,16.53868044,319032,12.35203246,297377,11.51361104,255162,9.879163553,148202,5.737969591,94420,3.65568001,1278770,49.51042074,881296,34.12133203,23841,0.923057267,327010,12.66091845,2961,0.114641692,68952,2.669629825,2582830,-13555,35539,15.2,7.2,8.0,4.8,-18.0,-13.2,326469,455299,347052,648461,18.4,25.6,19.5,36.5,483632,18.9,26.0,25.9,60862,60018,61706,1211721,1160501,51220,4.2,60862,90.0,375.1,304.1,112.9,94.8,10.2,7.4,1666.754722,1175.358793,21.93967836,2738.494794,856.4404567,6464.01078,318,2635121,476741,18.1,36,47,1993855,34.3,33.1,35.6,684756,25.4,24.7,26.2,506439,6.3,5.9,6.7,6.6,5.9,7.4,131785,11.6,11.0,12.2,230414,3.2,3.0,3.4,63655,1,181,32,124945
1022,21063,7508,722,9.616409164,780,10.38891849,996,13.26584976,979,13.03942461,1067,14.21150773,982,13.07938199,969,12.90623335,664,8.84389984,349,4.648375067,7103,94.60575386,279,3.716036228,24,0.31965903,18,0.239744273,12,0.159829515,72,0.958977091,7508,0,1034,9.9,9.6,0.3,0.1,-0.4,-0.3,1216,2420,1440,462,22.0,43.7,26.0,8.3,1621,25.2,29.1,30.0,35446,31597,39295,2070,1878,192,9.3,35446,70.6,230.9,214.6,77.3,72.9,8.3,7.6,4.929832186,1.656719337,0.176425487,3.318479403,3.192461198,10.8476471,0,7533,1799,23.9,21,63,6138,56.0,53.7,58.3,3435,40.4,38.6,42.2,2480,12.5,11.4,13.6,15.5,13.6,17.5,951,16.9,15.7,18.1,1039,4.1,3.8,4.5,254,6,708,17,765
2263,42043,277097,34363,12.40107255,33715,12.16721942,36435,13.14882514,36077,13.01962851,32888,11.86876798,37562,13.55554192,34761,12.54470456,19723,7.117724118,11573,4.176515805,199283,71.91813697,53174,19.18967004,1156,0.417182431,13783,4.974070452,251,0.090581998,9450,3.410358106,277097,1266,6789,12.2,9.3,2.9,4.5,-2.8,1.7,19478,63859,48706,57927,10.3,33.6,25.6,30.5,35730,13.2,20.5,20.3,57979,54972,60986,142393,136730,5663,4.0,57979,95.2,320.5,273.3,100.8,88.2,8.7,7.2,151.5187944,122.6560111,4.305617605,224.497931,155.8676845,579.1380222,142,273329,61034,22.3,42,43,214742,41.1,39.3,43.0,88350,32.2,30.8,33.7,69147,7.0,6.3,7.7,7.2,6.2,8.4,15560,11.4,10.5,12.3,24525,3.1,2.9,3.3,6550,3,1385,38,14948
2082,39083,61893,7547,12.19362448,8819,14.24878419,8272,13.36500089,6640,10.7281922,6938,11.2096683,8148,13.16465513,7972,12.88029341,4882,7.887806376,2675,4.321975021,59821,96.65228701,646,1.043736772,152,0.245585123,379,0.612347115,21,0.033929524,874,1.412114456,61893,590,3576,11.9,10.1,1.8,-0.1,8.0,7.9,3733,15990,11156,9122,9.3,40.0,27.9,22.8,8039,13.8,20.4,19.0,56885,52002,61768,31155,29802,1353,4.3,56885,101.3,292.7,248.6,93.7,83.7,8.3,7.1,31.97516417,11.83912354,1.027186926,41.86051464,28.62356971,120.6256317,12,60945,14197,23.3,39,83,47832,47.5,45.3,49.7,22721,34.8,33.1,36.5,16646,8.2,7.5,9.1,9.3,8.0,10.7,4450,11.8,10.9,12.9,5658,3.0,2.8,3.3,1457,5,509,35,3945
1082,21183,24087,3065,12.72470627,3351,13.91206875,2743,11.38788558,2881,11.96080874,2998,12.44654793,3203,13.29762943,2947,12.23481546,1931,8.016772533,968,4.018765309,23360,96.9817744,339,1.407398182,77,0.319674513,71,0.294764811,8,0.033212936,232,0.963175157,24087,-49,307,12.2,11.0,1.2,-0.4,-2.8,-3.2,2927,7014,4268,2180,17.9,42.8,26.0,13.3,4054,17.2,25.0,23.1,44751,40920,48582,9914,9348,566,5.7,44751,89.2,230.9,214.6,77.3,72.9,8.3,7.6,15.81577888,5.315050436,0.566004357,10.64627243,10.2419836,34.80118217,4,24062,5824,24.2,21,183,18201,53.8,51.4,56.0,9793,36.6,34.7,38.3,6662,10.5,9.4,11.5,12.9,11.1,14.8,2355,15.1,13.8,16.2,2742,3.5,3.3,3.8,645,6,558,17,1911
1325,27027,63955,9229,14.43045892,9369,14.64936283,10804,16.89312798,9009,14.08646705,7060,11.03901181,6776,10.59494957,5882,9.197091705,3329,5.205222422,2497,3.904307716,57744,90.28848409,2503,3.913689313,1174,1.835665702,915,1.430693456,50,0.07817997,1569,2.453287468,63955,273,2921,14.1,7.4,6.7,1.3,-3.8,-2.5,1950,9675,13699,12747,5.1,25.4,36.0,33.5,7220,11.8,13.2,13.1,65914,61579,70249,35791,34766,1025,2.9,65914,93.8,302.7,265.0,104.9,96.0,7.4,6.6,32.82561472,20.6527826,1.447518427,36.64387199,39.96062681,106.9453969,0,62040,10982,17.7,27,27,48151,33.7,31.8,35.5,16204,29.0,27.3,30.5,13964,5.3,4.8,5.9,4.6,4.0,5.4,2225,7.9,7.3,8.6,3819,2.4,2.3,2.6,1165,4,13,23,2567
1906,37037,73139,7541,10.31050466,8591,11.74612724,6406,8.758665008,7424,10.15053528,9389,12.8372004,10566,14.44646495,10807,14.77597451,8092,11.0638647,4323,5.910663258,60060,82.11761167,9258,12.65808939,875,1.196352151,1580,2.16027017,88,0.120318845,1278,1.747357771,73139,1891,762,9.0,10.3,-1.3,-0.2,27.5,27.4,6026,10910,13036,21089,11.8,21.4,25.5,41.3,6709,9.3,14.2,13.1,73703,68568,78838,34637,33479,1158,3.3,73703,136.7,255.0,223.5,86.2,78.1,7.1,6.2,33.22508557,29.87933283,0.788893276,35.60585278,28.34380842,105.507432,4,68364,20511,30.0,37,37,58375,44.7,42.5,46.9,26107,31.9,30.3,33.5,18622,8.7,7.7,9.7,8.2,6.9,9.7,4794,12.8,11.8,14.0,7475,3.5,3.3,3.8,2058,3,357,33,5051
564,16031,23864,3976,16.66107945,4258,17.84277573,3039,12.73466309,2901,12.15638619,2523,10.57241033,2484,10.40898424,2333,9.776231981,1495,6.264666443,855,3.582802548,22558,94.52732149,228,0.955414013,376,1.575595039,191,0.800368756,95,0.398089172,416,1.743211532,23864,167,286,16.3,7.8,8.5,0.6,-2.0,-1.4,2440,4164,4718,2583,17.5,29.9,33.9,18.6,3046,13.0,17.1,15.3,51804,49031,54577,11750,11488,262,2.2,51804,93.3,192.6,181.6,73.9,68.9,5.8,5.5,9.359455663,8.407185465,0.612173699,5.29190153,12.5427589,18.97738467,6,23472,4324,18.4,16,31,16292,41.9,39.9,43.6,6820,32.7,31.3,34.2,5327,7.3,6.6,8.0,7.3,6.2,8.3,1185,11.7,10.8,12.6,1910,3.2,3.0,3.4,518,5,464,12,1184
609,17033,18807,2054,10.92146541,2068,10.99590578,2365,12.57510501,2493,13.25570266,2357,12.53256766,2619,13.92566598,2392,12.71866858,1510,8.0289254,949,5.045993513,17429,92.67294093,974,5.178922742,70,0.37220184,116,0.61679162,9,0.047854522,209,1.11128835,18807,-148,1493,11.0,12.6,-1.6,0.1,-6.4,-6.3,1807,4132,5577,2285,13.1,29.9,40.4,16.6,2052,11.8,17.1,16.3,52313,47553,57073,8777,8307,470,5.4,52313,80.4,284.4,240.5,99.6,87.2,7.0,5.8,7.325842158,3.67842004,0.276029112,14.24575915,8.936257994,31.56474082,0,19214,4912,25.6,17,33,15066,45.7,43.4,48.0,6884,33.9,32.0,35.7,5107,7.8,7.0,8.7,9.0,7.7,10.4,1351,10.9,10.1,11.9,1647,3.2,2.9,3.4,475,6,122,13,1177
1086,21191,14529,1703,11.72138482,1874,12.89834125,1769,12.1756487,1612,11.09505128,1846,12.70562324,2316,15.94053273,1913,13.16676991,1015,6.986027944,481,3.310620139,14123,97.20558882,137,0.942941703,48,0.330373735,34,0.234014729,7,0.048179503,180,1.238901507,14529,-29,215,11.2,11.2,0.0,0.1,-2.1,-2.0,1723,4365,2808,1130,17.2,43.5,28.0,11.3,2222,15.5,22.7,21.7,54583,48579,60587,7058,6769,289,4.1,54583,108.8,230.9,214.6,77.3,72.9,8.3,7.6,9.539895023,3.205976991,0.341407286,6.421708477,6.177846129,20.99167085,0,14530,2966,20.4,21,191,11261,53.8,51.2,56.3,6060,40.5,38.4,42.4,4561,9.7,8.8,10.6,12.4,10.7,14.1,1395,14.5,13.3,15.6,1628,3.3,3.0,3.6,371,2,736,17,1088
2081,39081,65767,6626,10.07496161,7840,11.92087217,8258,12.55644928,6739,10.2467803,7563,11.49968829,9281,14.11194064,9906,15.06226527,6002,9.126157495,3552,5.400884942,60265,91.63410221,3567,5.423692733,152,0.23111895,330,0.501771405,22,0.033451427,1431,2.175863275,65767,-599,2447,9.6,14.2,-4.6,-0.3,-4.1,-4.4,4593,20628,15023,7291,9.7,43.4,31.6,15.3,12052,19.0,26.8,24.3,42821,39138,46504,27538,25793,1745,6.3,42821,76.3,292.7,248.6,93.7,83.7,8.3,7.1,33.97655021,12.58015669,1.0914805,44.48064347,30.41517311,128.1758183,20,67349,18775,27.9,39,81,53171,55.3,53.4,57.2,29414,39.6,38.2,41.0,21056,9.8,8.9,10.7,10.8,9.5,12.3,5761,14.3,13.3,15.4,7597,3.5,3.3,3.8,1886,4,36,35,5190
985,20199,1503,213,14.17165669,204,13.57285429,145,9.647371923,155,10.31270792,121,8.050565536,204,13.57285429,210,13.97205589,132,8.78243513,119,7.917498337,1437,95.60878244,13,0.864936793,10,0.665335995,1,0.066533599,0,0.0,42,2.794411178,1503,-23,19,16.5,6.6,9.9,0.0,-25.8,-25.8,73,298,388,339,6.6,27.1,35.3,30.9,194,13.1,15.4,15.5,51350,45819,56881,819,798,21,2.6,51350,88.3,227.6,206.5,88.0,80.5,6.8,6.3,0.847646149,0.429501581,0.071755673,0.622054573,0.923531644,1.968376836,0,1591,421,26.5,20,199,1125,45.3,42.6,47.8,509,34.7,32.8,36.7,390,8.6,7.7,9.6,7.7,6.4,9.2,87,12.5,11.3,13.7,140,3.4,3.1,3.7,38,6,686,16,97
3002,54025,34786,3644,10.47547864,3733,10.7313287,3692,10.61346519,3811,10.95555683,4158,11.95308457,4934,14.18386707,5346,15.3682516,3540,10.17650779,1928,5.54245961,32782,94.23906169,976,2.805726442,144,0.413959639,217,0.623814178,7,0.020123038,660,1.897315012,34786,-457,612,9.6,14.4,-4.8,1.0,-9.3,-8.3,3911,10049,6875,5189,15.0,38.6,26.4,19.9,5389,15.8,23.1,21.3,37665,34979,40351,15611,14811,800,5.1,37665,85.5,263.4,231.6,100.1,89.4,10.5,9.2,18.14588068,12.86777951,1.078736006,18.80082754,23.90556043,53.99458975,12,35523,10528,29.6,54,25,28039,56.2,53.7,58.4,15760,40.2,38.3,41.8,11272,11.7,10.5,12.9,13.9,11.7,16.0,3891,16.4,15.0,17.7,4606,3.9,3.6,4.2,1083,6,1783,48,3268
2108,39135,40997,4619,11.26667805,5465,13.33024368,4396,10.72273581,4685,11.42766544,5061,12.34480572,5908,14.41081055,5638,13.75222577,3422,8.346952216,1803,4.397882772,39757,96.97538844,273,0.665902383,148,0.361002025,255,0.621996732,6,0.014635217,558,1.361075201,40997,-117,386,10.4,11.3,-0.8,0.4,-2.4,-2.0,3041,12513,8582,4533,10.6,43.6,29.9,15.8,3936,9.7,14.4,13.1,53904,49487,58321,21138,20275,863,4.1,53904,96.0,292.7,248.6,93.7,83.7,8.3,7.1,21.1798718,7.842058843,0.680393298,27.7277805,18.95982563,79.90061921,0,41328,9917,24.0,39,135,31823,50.4,47.9,52.8,16028,37.0,35.1,39.0,11775,8.7,7.9,9.6,10.0,8.6,11.5,3181,12.4,11.4,13.4,3944,3.2,2.9,3.4,1011,6,1307,35,2777
1489,29017,12169,1347,11.06911003,1493,12.26887994,1250,10.27200263,1320,10.84723478,1478,12.14561591,1854,15.2354343,1755,14.42189169,1115,9.162626346,557,4.577204372,11816,97.09918646,73,0.599884954,97,0.797107404,29,0.238310461,3,0.024652806,151,1.240857918,12169,-117,163,8.8,11.9,-3.2,0.0,-6.3,-6.3,1792,4050,2044,820,20.6,46.5,23.5,9.4,1871,15.6,21.9,19.7,44233,39651,48815,5498,5300,198,3.6,44233,81.3,273.1,236.3,86.6,79.0,7.0,6.3,6.787202936,1.320892582,0.242329165,7.569806962,5.43452948,21.58119985,0,12347,3295,26.7,29,17,9591,52.0,49.5,54.2,4985,38.5,36.7,40.3,3693,10.1,9.2,11.2,12.3,10.6,14.1,1182,14.1,13.0,15.3,1353,3.7,3.4,4.0,353,4,991,25,972
2293,42103,55933,4643,8.301002986,6633,11.8588311,5894,10.53760749,5368,9.597196646,6640,11.87134607,9542,17.05969642,8496,15.18960185,6013,10.75036204,2704,4.834355389,49943,89.29075859,3659,6.541755314,290,0.518477464,926,1.655552178,26,0.046484186,1089,1.94697227,55933,410,478,7.7,9.0,-1.3,0.9,7.9,8.8,2897,13849,12616,11397,7.1,34.0,31.0,28.0,5690,10.3,15.2,14.0,62657,56786,68528,24698,23369,1329,5.4,62657,102.9,320.5,273.3,100.8,88.2,8.7,7.2,30.58459935,24.75854544,0.869103994,45.31569369,31.46243806,116.9010383,0,55687,15643,28.1,42,103,45892,45.9,43.6,48.3,21072,32.3,30.5,34.0,14823,8.0,7.2,8.9,7.9,6.7,9.2,3611,12.1,11.1,13.1,5554,3.3,3.0,3.5,1499,2,54,38,3671
576,16055,161505,19833,12.28011517,20431,12.65038234,19298,11.94885607,20174,12.49125414,19116,11.83616606,20914,12.94944429,21447,13.27946503,13886,8.597876227,6406,3.966440667,152660,94.52338937,686,0.424754652,2176,1.347326708,1552,0.960960961,220,0.136218693,4211,2.607349618,161505,4020,1487,11.2,9.0,2.3,-0.4,23.2,22.8,7923,28700,42760,26349,7.5,27.1,40.4,24.9,16417,10.3,12.6,11.0,56188,52775,59601,77765,75065,2700,3.5,56188,101.2,192.6,181.6,73.9,68.9,5.8,5.5,63.34222624,56.89752298,4.143023518,35.81413664,84.88594853,128.4337291,55,150128,36910,24.6,16,55,124681,39.9,37.8,42.0,49730,29.7,28.2,31.2,37030,7.3,6.6,8.2,7.0,6.0,8.3,8761,11.0,10.0,12.0,13685,3.0,2.8,3.3,3797,4,470,12,9147
626,17067,17844,1972,11.05133378,2099,11.76305761,1803,10.10423672,1955,10.95606366,1928,10.8047523,2539,14.22887245,2638,14.78368079,1780,9.975341852,1130,6.332660838,17386,97.43331092,109,0.610849585,69,0.3866846,76,0.425913472,16,0.089665994,188,1.053575432,17844,-129,223,9.8,11.3,-1.6,0.3,-6.0,-5.7,893,4963,4411,2773,6.8,38.1,33.8,21.3,1955,11.1,16.8,14.2,53553,48567,58539,8469,8069,400,4.7,53553,82.3,284.4,240.5,99.6,87.2,7.0,5.8,6.950727254,3.490068974,0.261895224,13.51631447,8.478682812,29.94848914,0,18264,5387,29.5,17,67,14110,46.2,43.5,48.6,6517,31.7,29.8,33.5,4473,8.9,8.0,9.9,9.5,8.1,11.1,1340,11.8,10.7,12.9,1663,3.4,3.2,3.7,486,5,389,13,1252
3098,55105,163129,19981,12.24858854,21849,13.39369456,19982,12.24920155,20353,12.47662893,19958,12.23448927,23063,14.13789087,19725,12.09165752,11557,7.084577236,6661,4.083271521,147253,90.26782485,8617,5.282322579,897,0.549871574,2285,1.400731936,105,0.064366238,3972,2.434882823,163129,809,2694,12.0,9.0,3.0,0.5,1.6,2.0,10334,39833,35451,23850,9.4,36.4,32.4,21.8,17477,10.9,15.0,13.9,57675,54812,60538,85397,82631,2766,3.2,57675,94.9,264.9,238.3,94.6,86.4,7.9,7.1,85.33060747,51.63048923,3.73198645,85.639268,91.92471886,258.068266,33,161226,34912,21.7,55,105,125428,43.8,41.7,45.9,55000,34.6,33.0,36.2,43398,7.0,6.3,7.7,6.9,5.9,8.0,8680,10.4,9.5,11.2,13020,3.0,2.8,3.3,3784,4,938,49,8720
2061,39041,204826,27405,13.37964907,31699,15.47606261,19262,9.40407956,26825,13.09648189,32436,15.83588021,27581,13.46557566,21471,10.48255593,12259,5.985080019,5888,2.874635056,177845,86.8273559,7696,3.757335495,416,0.203099216,14583,7.1197016,104,0.050774804,4182,2.041732983,204826,4284,2210,10.1,5.8,4.3,1.4,15.3,16.8,4222,24222,30233,69867,3.3,18.8,23.5,54.4,8271,4.1,3.8,3.2,103536,97250,109822,107617,103996,3621,3.4,103536,184.4,292.7,248.6,93.7,83.7,8.3,7.1,105.8172164,39.1798801,3.399327701,138.531365,94.72559563,399.1932149,6,193024,34052,17.6,39,41,151008,40.1,37.9,42.3,60607,32.7,31.1,34.3,49380,5.6,5.0,6.2,5.9,4.9,7.0,8901,9.4,8.5,10.2,14149,2.3,2.2,2.5,3478,2,543,35,8404
2915,51530,6237,511,8.193041526,910,14.59034792,1078,17.28395062,657,10.53391053,661,10.59804393,795,12.74651275,760,12.18534552,565,9.058842392,300,4.81000481,5607,89.8989899,346,5.547538881,75,1.202501203,48,0.76960077,28,0.448933782,133,2.132435466,6237,-76,491,0.3,12.6,-12.3,0.2,0.2,0.3,714,1594,1131,651,17.5,39.0,27.7,15.9,872,15.2,20.2,16.6,43390,38584,48196,3347,3243,104,3.1,43390,59.8,263.2,231.8,90.3,81.7,7.3,6.3,3.278976154,1.539171031,0.070295156,3.110560675,2.730527485,8.60529874,0,6495,1486,22.9,51,530,5149,46.7,44.5,48.9,2406,34.3,32.6,35.9,1766,9.4,8.5,10.3,10.8,9.3,12.4,557,13.3,12.4,14.3,686,3.7,3.4,4.0,190,6,586,46,482
